%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.position0,field.position1,field.position2,field.velocity0,field.velocity1,field.velocity2,field.effort0,field.effort1,field.effort2
12175000000,11944,12175000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.024551142204014553,-0.013706966397024622,-0.0006871103780161647,-0.6952572375603594,-0.6530521586079694,-0.11426247881230411,0.9345345305313646,0.7708992140277412,0.11495449713369753
12176000000,11945,12176000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0252460220034596,-0.014372604995007698,-0.0008063117558139155,-0.6948798263936261,-0.6656385690711613,-0.11920142262963818,0.9412298318661341,0.7903119881131951,0.12112481939247861
12177000000,11946,12177000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.025940434707399262,-0.015050549005498404,-0.0009303629881474151,-0.6944127308584956,-0.677943984479728,-0.12405127029913143,0.9478264647349208,0.8095691542071396,0.1272565943930389
12178000000,11947,12178000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.026634295847072664,-0.01574051875703386,-0.0010591741418268796,-0.6938611665517679,-0.6899697283871592,-0.1288111873170229,0.9543294367036395,0.8286690573686815,0.13334789161511099
12179000000,11948,12179000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.02732752557110274,-0.016442236053198833,-0.001192654653574543,-0.6932297508569721,-0.701717275833243,-0.13348054268379572,0.9607431181299604,0.8476102364475453,0.13939698367201225
12180000000,11949,12180000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.02802004812445702,-0.017155424302292666,-0.0013307135149362992,-0.6925225801207613,-0.7131882315345137,-0.13805889068371047,0.967071327252506,0.8663913962747628,0.14540233951234138
12181000000,11950,12181000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.028711791393932984,-0.017879808629559513,-0.0014732594372803831,-0.6917432961735184,-0.7243843124427793,-0.1425459508102369,0.9733174021583777,0.8850113871188637,0.15136260845356664
12182000000,11951,12182000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.029402686511412313,-0.018615115974857765,-0.0016202009975332388,-0.6908951440976608,-0.7353073331676923,-0.14694158841152816,0.9794842627662153,0.9034691883731765,0.15727660191877252
12183000000,11952,12183000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.030092667507435777,-0.01936107517783814,-0.0017714467662299782,-0.6899810225562651,-0.7459591935012492,-0.15124579694825047,0.9855744646308847,0.9217638949735396,0.16314327563107034
12184000000,11953,12184000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.030781671008721645,-0.020117417052298414,-0.0019269054196788815,-0.6890035277241358,-0.7563418675996608,-0.15545868210222935,0.9915902458027629,0.9398947057606414,0.16896171320868775
12185000000,11954,12185000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03146963597406227,-0.020883874451112838,-0.0020864858381122176,-0.6879649916761836,-0.7664573945310577,-0.15958044772291557,0.9975335677490329,0.9578609134021991,0.1747311114007603
12186000000,11955,12186000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.032156503463781405,-0.021660182322844612,-0.002250097191452305,-0.6868675159479742,-0.776307869990339,-0.16361138344876758,1.0034061510931718,0.9756618956189429,0.18045076705536453
12187000000,11956,12187000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03284221643854934,-0.022446077761107297,-0.002417649014216927,-0.6857130008784849,-0.7858954390215807,-0.16755185383871263,1.009209506872335,0.9932971074359334,0.18612006559270816
12188000000,11957,12188000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03352671958382203,-0.02324130004749758,-0.0025890512708999225,-0.6845031712604429,-0.7952222896174039,-0.17140228883931208,1.0149449638852568,1.0107660744272322,0.19173847089390347
12189000000,11958,12189000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03420995915672265,-0.0240455906889272,-0.0027642144129904622,-0.6832395987616564,-0.8042906470861294,-0.17516317541879178,1.0206136925623153,1.0280683867187823,0.19730551643037747
12190000000,11959,12190000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03489188285251643,-0.02485869344997038,-0.002943049428650646,-0.6819237215201583,-0.8131027690880809,-0.17883505023620838,1.0262167258784105,1.0452036937630997,0.20282079747324022
12191000000,11960,12191000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.035572439688195345,-0.025680354380827275,-0.0031254678859840013,-0.6805568612620333,-0.8216609412586239,-0.1824184932157482,1.0317549776123673,1.0621716996805475,0.20828396424891465
12192000000,11961,12192000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.036251579901012576,-0.026510321841462847,-0.0033113819706516168,-0.6791402382562577,-0.829967473348735,-0.18591412190326384,1.037229258293974,1.0789721591572077,0.2136947159633059
12193000000,11962,12193000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0369292548600999,-0.027348346522283684,-0.0035007045185588836,-0.677674984375743,-0.8380246958095731,-0.1893225865307374,1.042640289140364,1.0956048738640838,0.21905279552621282
12194000000,11963,12194000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.037605416989462626,-0.02819418146183761,-0.0036933490441883876,-0.676162154493727,-0.8458349567800608,-0.19264456567070598,1.0479887142561934,1.1120696892040791,0.22435798494945544
12195000000,11964,12195000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.038280019700927426,-0.029047582061831,-0.0038892297651509367,-0.674602736434151,-0.8534006194141369,-0.19588076243933983,1.0532751112422063,1.1283664915141676,0.22961010127703174
12196000000,11965,12196000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03895301733577483,-0.029908306099769355,-0.004088261623375722,-0.6729976596490416,-0.8607240595145802,-0.19903190115238412,1.0585000004786325,1.1444952055356314,0.23480899304946748
12197000000,11966,12197000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.03962436511392653,-0.030776113739510613,-0.004290360303389029,-0.6713478027854902,-0.8678076634321152,-0.20209872439695042,1.0636638532270477,1.1604557921660763,0.23995453715557485
12198000000,11967,12198000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04029401908974961,-0.03165076753994622,-0.0044954422479994705,-0.6696540002793677,-0.8746538261982023,-0.20508199045498954,1.0687670986779716,1.1762482464801325,0.24504663610453345
12199000000,11968,12199000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.040961936113571795,-0.03253203246201597,-0.0047034246717450046,-0.667917048098281,-0.8812649498610984,-0.20798247104607004,1.073810130126675,1.19187259594638,0.2500852155900198
12200000000,11969,12200000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0416280737982202,-0.03341967587424133,-0.0049142255723273465,-0.6661377087436902,-0.887643442003458,-0.21080094933601345,1.0787933103001135,1.2073288988336766,0.2550702223872397
12201000000,11970,12201000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.042292390489913956,-0.034313467556937205,-0.005127763740332192,-0.6643167156000919,-0.8937917144143809,-0.21353821819591468,1.0837169760466159,1.2226172427874162,0.2600016224554433
12202000000,11971,12202000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04295484524291204,-0.03521317970522286,-0.005343958767366708,-0.6624547767132636,-0.8997121819046187,-0.21619507865679755,1.088581442399395,1.2377377435524504,0.26487939932173554
12203000000,11972,12203000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04361539779747048,-0.03611858693098835,-0.005562731052905612,-0.6605525780789105,-0.9054072612348035,-0.21877233856996114,1.09338700607895,1.2526905438047937,0.26970355258051854
12204000000,11973,12204000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04427400856063812,-0.03702946626387327,-0.005784001809883144,-0.6586107864895011,-0.9108793701605375,-0.22127081140198201,1.0981339485826802,1.2674758121292076,0.27447409667134864
12205000000,11974,12205000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0449306385895234,-0.037945597151398225,-0.0060076930692885,-0.656630052006097,-0.916130926561262,-0.22369131519695173,1.1028225388321258,1.2820937420437515,0.27919105968156166
12206000000,11975,12206000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04558524957670329,-0.03886676145831114,-0.006233727683791379,-0.6546110100964365,-0.9211643476588648,-0.22603467164080582,1.1074530354771983,1.2965445511561926,0.28385448239650907
12207000000,11976,12207000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.046237803837479774,-0.03979274346519812,-0.006462029330591257,-0.6525542834867786,-0.9259820493018053,-0.22830170525460458,1.1120256888931928,1.3108284803747363,0.28846441736674433
