%time,field.header.seq,field.header.stamp,field.header.frame_id,field.set_point,field.process_value,field.process_value_dot,field.error,field.time_step,field.command,field.p,field.i,field.d,field.i_clamp,field.antiwindup
18342000000,1817,18337000000,,0.0,-4.1575880934452414e-05,-0.025456306048612022,4.1575880934452414e-05,0.001,0.025872028550386617,10.0,0.0,1.0,0.0,0
18347000000,1818,18347000000,,-1.0652709649542194,0.017524803128612376,1.4772448631264947,-1.082795768082832,0.001,-12.305205273114943,10.0,0.0,1.0,0.0,0
18357000000,1819,18357000000,,-1.0652709649542194,0.01687994937148396,-1.2459823736036733,-1.0821509143257035,0.001,-9.575565272546616,10.0,0.0,1.0,0.0,0
18367000000,1820,18367000000,,-1.0652709649542194,-0.006386471424749018,-3.1322613342062144,-1.0588844935294706,0.001,-7.457628474063771,10.0,0.0,1.0,0.0,0
18377000000,1821,18377000000,,-1.0652709649542194,-0.04626274567259614,-4.645413041386953,-1.0190082192816234,0.001,-5.544697897825728,10.0,0.0,1.0,0.0,0
18387000000,1822,18387000000,,-1.0652709649542194,-0.09982186206981503,-5.901224437500461,-0.9654491028844046,0.001,-3.753288773470995,10.0,0.0,1.0,0.0,0
18397000000,1823,18397000000,,-1.0652709649542194,-0.16463753591516017,-6.921508255758084,-0.9006334290390594,0.001,-2.0848547299403997,10.0,0.0,1.0,0.0,0
18407000000,1824,18407000000,,-1.0652709649542194,-0.23837553589479654,-7.708991756759329,-0.826895429059423,0.001,-0.5600004020340421,10.0,0.0,1.0,0.0,0
18417000000,1825,18417000000,,-1.0652709649542194,-0.31871009801738914,-8.264391714830477,-0.7465608669368304,0.001,0.7987367885540131,10.0,0.0,1.0,0.0,0
18427000000,1826,18427000000,,-1.0652709649542194,-0.4033413831024255,-8.592305799804766,-0.6619295818517941,0.001,1.972958063929724,10.0,0.0,1.0,0.0,0
18437000000,1827,18437000000,,-1.0652709649542194,-0.49004621545359583,-8.703015437828721,-0.5752247495006237,0.001,2.950713930915292,10.0,0.0,1.0,0.0,0
18447000000,1828,18447000000,,-1.0652709649542194,-0.5767364412146296,-8.612602331403705,-0.48853452373958994,0.001,3.7272045662958497,10.0,0.0,1.0,0.0,0
18457000000,1829,18457000000,,-1.0652709649542194,-0.6609494437450856,-7.77289723247526,-0.404321521209134,0.001,3.734702696684238,10.0,0.0,1.0,0.0,0
18467000000,1830,18467000000,,-1.0652709649542194,-0.6930213479399026,-0.8443476630455189,-0.372249617014317,0.001,-2.874922634934247,10.0,0.0,1.0,0.0,0
18477000000,1831,18477000000,,-1.0652709649542194,-0.6943197060849355,0.003904287212877214,-0.37095125886928404,0.001,-3.7126897869804143,10.0,0.0,1.0,0.0,0
18487000000,1832,18487000000,,-1.0652709649542194,-0.6978499888197769,-0.7219148116819136,-0.3674209761344427,0.001,-2.9522539573054285,10.0,0.0,1.0,0.0,0
