%time,field.header.seq,field.header.stamp,field.header.frame_id,field.set_point,field.process_value,field.process_value_dot,field.error,field.time_step,field.command,field.p,field.i,field.d,field.i_clamp,field.antiwindup
47951000000,4779,47944000000,,0.0,4.393455498075127e-06,0.0029287712570958287,-4.393455498075127e-06,0.001,-0.0,0.0,0.0,0.0,0.0,0
47954000000,4780,47954000000,,0.0,0.00011418399107920862,0.01755967209957029,-0.00011418399107920862,0.001,-0.0,0.0,0.0,0.0,0.0,0
47964000000,4781,47964000000,,0.0,0.00037004474089563644,0.03214246132583865,-0.00037004474089563644,0.001,-0.0,0.0,0.0,0.0,0.0,0
47974000000,4782,47974000000,,0.0,0.0007714496689636974,0.04667548575395511,-0.0007714496689636974,0.001,-0.0,0.0,0.0,0.0,0.0,0
47984000000,4783,47984000000,,0.0,0.0013181624602518482,0.06121790943708006,-0.0013181624602518482,0.001,-0.0,0.0,0.0,0.0,0.0,0
47994000000,4784,47994000000,,0.0,0.002011011237208926,0.07591922891655116,-0.002011011237208926,0.001,-0.0,0.0,0.0,0.0,0.0,0
48004000000,4785,48004000000,,0.0,0.0028529490493660603,0.0910478504257604,-0.0028529490493660603,0.001,-0.0,0.0,0.0,0.0,0.0,0
48014000000,4786,48014000000,,0.0,0.0038504021933052357,0.1070201891638424,-0.0038504021933052357,0.001,-0.0,0.0,0.0,0.0,0.0,0
48024000000,4787,48024000000,,0.0,0.005014915290528776,0.12443091990438734,-0.005014915290528776,0.001,-0.0,0.0,0.0,0.0,0.0,0
48034000000,4788,48034000000,,0.0,0.006365107789999769,0.14408491904387735,-0.006365107789999769,0.001,-0.0,0.0,0.0,0.0,0.0,0
48044000000,4789,48044000000,,0.0,0.007928960216828429,0.16703104650745826,-0.007928960216828429,0.001,-0.0,0.0,0.0,0.0,0.0,0
48054000000,4790,48054000000,,0.0,0.009746447681853176,0.19459759885440672,-0.009746447681853176,0.001,-0.0,0.0,0.0,0.0,0.0,0
48064000000,4791,48064000000,,0.0,0.011872540107932927,0.22842994120186005,-0.011872540107932927,0.001,-0.0,0.0,0.0,0.0,0.0,0
48074000000,4792,48074000000,,0.0,0.014380588433914987,0.27052944736273926,-0.014380588433914987,0.001,-0.0,0.0,0.0,0.0,0.0,0
48084000000,4793,48084000000,,0.0,0.017366101949947144,0.3232926038023794,-0.017366101949947144,0.001,-0.0,0.0,0.0,0.0,0.0,0
48094000000,4794,48094000000,,0.0,0.020950917932253788,0.3895501971334105,-0.020950917932253788,0.001,-0.0,0.0,0.0,0.0,0.0,0
48104000000,4795,48104000000,,0.0,0.025287713143986146,0.47259307056042726,-0.025287713143986146,0.001,-0.0,0.0,0.0,0.0,0.0,0
48114000000,4796,48114000000,,0.0,0.030564514236581353,0.5761450940553932,-0.030564514236581353,0.001,-0.0,0.0,0.0,0.0,0.0,0
48124000000,4797,48124000000,,0.0,0.037008454776565,0.7042427651955413,-0.037008454776565,0.001,-0.0,0.0,0.0,0.0,0.0,0
48134000000,4798,48134000000,,0.0,0.044887602620497624,0.860974183249291,-0.044887602620497624,0.001,-0.0,0.0,0.0,0.0,0.0,0
48144000000,4799,48144000000,,0.0,-0.008773606678055046,-6.06677478084883,0.008773606678055046,0.001,0.0,0.0,0.0,0.0,0.0,0
48154000000,4800,48154000000,,0.0,-0.06947764700581693,-6.074512788624602,0.06947764700581693,0.001,0.0,0.0,0.0,0.0,0.0,0
48164000000,4801,48164000000,,0.0,-0.13029147897220383,-6.0874382773225175,0.13029147897220383,0.001,0.0,0.0,0.0,0.0,0.0,0
48174000000,4802,48174000000,,0.0,-0.19123698180671234,-6.0998749844999685,0.19123698180671234,0.001,0.0,0.0,0.0,0.0,0.0,0
48184000000,4803,48184000000,,0.0,-0.25227791193574234,-6.106371232609874,0.25227791193574234,0.001,0.0,0.0,0.0,0.0,0.0,0
48194000000,4804,48194000000,,0.0,-0.3133346566623487,-6.10362007317212,0.3133346566623487,0.001,0.0,0.0,0.0,0.0,0.0,0
48204000000,4805,48204000000,,0.0,-0.3743075933976012,-6.090631708959619,0.3743075933976012,0.001,0.0,0.0,0.0,0.0,0.0,0
48214000000,4806,48214000000,,0.0,-0.43509689308401533,-6.068043140183982,0.43509689308401533,0.001,0.0,0.0,0.0,0.0,0.0,0
48224000000,4807,48224000000,,0.0,-0.4956138021208698,-6.037221016906671,0.4956138021208698,0.001,0.0,0.0,0.0,0.0,0.0,0
48234000000,4808,48234000000,,0.0,-0.555783847203168,-5.999560512902384,0.555783847203168,0.001,0.0,0.0,0.0,0.0,0.0,0
48244000000,4809,48244000000,,0.0,-0.6155446237767581,-5.956072105659131,0.6155446237767581,0.001,0.0,0.0,0.0,0.0,0.0,0
48254000000,4810,48254000000,,0.0,-0.6748407835323107,-5.907197192975487,0.6748407835323107,0.001,0.0,0.0,0.0,0.0,0.0,0
48264000000,4811,48264000000,,0.0,-0.7336180222162803,-5.852764983596236,0.7336180222162803,0.001,0.0,0.0,0.0,0.0,0.0,0
48274000000,4812,48274000000,,0.0,-0.7918170850872279,-5.792022944339473,0.7918170850872279,0.001,0.0,0.0,0.0,0.0,0.0,0
48284000000,4813,48284000000,,0.0,-0.8493682815825512,-5.723700157474055,0.8493682815825512,0.001,0.0,0.0,0.0,0.0,0.0,0
