%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.position0,field.position1,field.position2,field.velocity0,field.velocity1,field.velocity2,field.effort0,field.effort1,field.effort2
452000000,231,452000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0432577367081652,-0.06935839289960466,-0.04439455071139964,0.1160039143446049,0.3720685619213673,0.115308734198661,0.3796315929653282,0.5231898384002687,0.1057555064571325
453000000,232,453000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0431436499125093,-0.06899016697981164,-0.04428040442803027,0.11408679606899454,0.3682261547777871,0.1141462683799882,0.3804010987099282,0.5233072361015889,0.10576253794140733
454000000,233,454000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0430314677152808,-0.06862578709755773,-0.04416742272445706,0.11218219763464074,0.3643801177060536,0.1129816886594619,0.38117734902461287,0.5234673845490523,0.10578354099926024
455000000,234,455000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0429211775065248,-0.06826525619585588,-0.044055607484816406,0.11029020915649158,0.36053113758604743,0.11181522480647371,0.38196012547974334,0.5236696232656257,0.1058183037596816
456000000,235,456000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0428127665892477,-0.06790857654069882,-0.04394496036670148,0.10841091767291239,0.35667989143708845,0.11064710336287087,0.3827492118647413,0.5239132948006642,0.10586661529583097
457000000,236,457000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.04270622218246,-0.0675557497308823,-0.0438354828043801,0.10654440717831463,0.3528270464563051,0.10947754765292927,0.3835443941708494,0.5241977447938773,0.10592826564041147
458000000,237,458000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0426015314241894,-0.06720677670778574,-0.04372717601200371,0.10469075865704718,0.34897326005687707,0.10830677779650483,0.3843454605922503,0.5245223220362583,0.10600304581074305
459000000,238,459000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.042498681374453,-0.06686165776512354,-0.043620040986788844,0.10285005011724611,0.3451191799065412,0.10713501072518739,0.38515220152689267,0.5248863785252578,0.10609074783197059
460000000,239,460000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0423976590182074,-0.06652039255864217,-0.043514078512202126,0.1010223566224406,0.3412654439704626,0.10596246018966476,0.38596440956356837,0.5252892695329869,0.10619116474134493
461000000,240,461000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0422984512682527,-0.06618298011578627,-0.04340928916112219,0.09920775032654135,0.3374126805507153,0.10478933677849983,0.38678187949188647,0.5257303536490099,0.10630409062362567
462000000,241,462000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0422010449681158,-0.0658494188453167,-0.043305673298989156,0.09740630050483282,0.33356150833031306,0.1036158479299143,0.3876044082833463,0.5262089928459179,0.10642932061960764
463000000,242,463000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0421054268948922,-0.0655197065468851,-0.043203231086940797,0.0956180735871469,0.3297125364160725,0.1024421979463988,0.3884317950997396,0.5267245525275488,0.10656665094518125
464000000,243,464000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0420115837620623,-0.06519384042057119,-0.04310196248493359,0.09384313319027497,0.3258663643836349,0.10126858800956956,0.3892638412807159,0.5272764015812115,0.1067158789093714
465000000,244,465000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0419195022222683,-0.06487181707635958,-0.04300186725484689,0.09208154014985127,0.32202358232322176,0.10009521619416473,0.39010035034618973,0.5278639124357554,0.10687680293044899
466000000,245,466000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.041829168870069,-0.06455363254358648,-0.04290294496357916,0.0903333525520143,0.31818477088604447,0.09892227748331828,0.3909411279841368,0.5284864610959428,0.10704922255009741
467000000,246,467000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0417405702446514,-0.06423928228032594,-0.04280519498611923,0.08859862576575064,0.31435050133084874,0.09774996378579082,0.39178598205682924,0.5291434272067175,0.10723293845638082
468000000,247,468000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.041653692832523,-0.06392876118273794,-0.0427086165086088,0.08687741247399328,0.3105213355728569,0.09657846395012276,0.39263472258443066,0.5298341940866713,0.10742775248958836
469000000,248,469000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0415685230701595,-0.06362206359436051,-0.04261320853138173,0.08516976270537252,0.306697826232522,0.0954079637815966,0.3934871617523772,0.5305581487833333,0.10763346766397675
470000000,249,470000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.041485047346634,-0.06331918331535835,-0.0425189698719981,0.08347572386450298,0.30288051668574867,0.09423864605640886,0.394343113893445,0.5313146821101355,0.10784988817507113
471000000,250,471000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.041403252006206,-0.06302011361170923,-0.042425899168248016,0.08179534076412665,0.299069941114378,0.09307069054092981,0.3952023954962858,0.5321031886953786,0.10807681942467617
472000000,251,472000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0413231233508835,-0.06272484722435578,-0.042333994881154524,0.08012865565484255,0.2952666245575329,0.09190427400628698,0.39606482518956376,0.5329230670119234,0.10831406802071619
473000000,252,473000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0412446476429569,-0.06243337637828805,-0.042243255297943705,0.07847570825662613,0.2914710829631725,0.09073957024806922,0.39693022374182263,0.5337737194340697,0.10856144180637628
474000000,253,474000000,,base_to_link1,link1_to_link2,link2_to_link3,-1.0411678111074947,-0.062145692791589546,-0.04215367853500407,0.07683653578904306,0.2876838232419063,0.08957675010161337,0.39779841405840344,0.534654552259104,0.1088187498569404
